start	end	min_rate	max_rate
20461000	20496000	0.000150453	0.000170703
20468000	20503000	0.000208435	0.000252257
20475000	20510000	0.00032168	0.000396248
20482000	20517000	0.000349472	0.000424665
20489000	20524000	0.000364947	0.000443537
20496000	20531000	0.000299432	0.000363731
20503000	20538000	0.000270484	0.000314622
20510000	20545000	0.000181592	0.00019635
20517000	20552000	0.000183191	0.000199814
20524000	20559000	0.000125979	0.0001366
20531000	20566000	0.000138193	0.000148905
20538000	20573000	7.66E-05	8.08E-05
20545000	20580000	7.55E-05	7.93E-05
20552000	20587000	7.90E-05	8.33E-05
20559000	20594000	0.000100605	0.000106342
20566000	20601000	0.000104995	0.000111287
20573000	20608000	0.000104995	0.000111287
20580000	20615000	9.11E-05	9.70E-05
20587000	20622000	5.64E-05	5.93E-05
20594000	20629000	5.18E-05	5.37E-05
20601000	20636000	5.86E-05	6.13E-05
20608000	20643000	7.65E-05	8.09E-05
20615000	20650000	6.58E-05	6.97E-05
20622000	20657000	9.12E-05	9.59E-05
20629000	20664000	0.000131448	0.000138656
20636000	20671000	0.000123012	0.000129556
20643000	20678000	0.000138399	0.000149862
20650000	20685000	0.000134069	0.000145306
20657000	20692000	0.000154829	0.000166643
20664000	20699000	0.000138193	0.000149286
20671000	20706000	0.000168192	0.000180564
20678000	20713000	0.000134994	0.000140665
20685000	20720000	0.00016818	0.000178297
20692000	20727000	0.000121545	0.000130278
20699000	20734000	9.32E-05	9.99E-05
20706000	20741000	4.82E-05	5.28E-05
20713000	20748000	4.82E-05	5.28E-05
20720000	20755000	9.00E-05	9.94E-05
20727000	20762000	0.000123216	0.000133169
20734000	20769000	0.000180235	0.000196054
20741000	20776000	0.000242097	0.000265977
20748000	20783000	0.000295647	0.000329008
20755000	20790000	0.000319964	0.000355425
20762000	20797000	0.000370532	0.00041947
20769000	20804000	0.000298514	0.000341394
20776000	20811000	0.000254698	0.000290187
20783000	20818000	0.000337104	0.000379595
20790000	20825000	0.000282788	0.000316239
20797000	20832000	0.000229546	0.000250154
20804000	20839000	0.000243997	0.00026482
20811000	20846000	0.000230003	0.000250575
20818000	20853000	0.000104995	0.000110219
20825000	20860000	0.000149993	0.000170292
20832000	20867000	0.000134446	0.00015409
20839000	20874000	0.000119995	0.000139424
20846000	20881000	0.00013446	0.000154496
20853000	20888000	0.00012947	0.000148724
20860000	20895000	8.41E-05	9.16E-05
20867000	20902000	9.00E-05	9.89E-05
20874000	20909000	0.000110336	0.000119783
20881000	20916000	0.00012312	0.000134807
20888000	20923000	0.000125519	0.00013761
20895000	20930000	0.000125879	0.000135713
20902000	20937000	0.000172781	0.000185226
20909000	20944000	0.000159652	0.000171949
20916000	20951000	0.00014335	0.000153197
20923000	20958000	0.00014552	0.000155
20930000	20965000	0.000134994	0.000143836
20937000	20972000	8.22E-05	8.71E-05
20944000	20979000	0.00011977	0.000127308
20951000	20986000	0.000104995	0.000111726
20958000	20993000	0.000135774	0.000145742
20965000	21000000	0.000119995	0.000128041
20972000	21007000	0.000143662	0.000152639
20979000	21014000	0.000150218	0.000158804
20986000	21021000	0.000164993	0.00017378
20993000	21028000	0.000153686	0.000160383
21000000	21035000	0.000179992	0.00019098
21007000	21042000	0.000141325	0.000150825
21014000	21049000	0.00011058	0.000118964
21021000	21056000	0.000139393	0.000149847
21028000	21063000	0.000134994	0.000144215
21035000	21070000	0.000119995	0.000126255
21042000	21077000	0.000119995	0.000126255
21049000	21084000	0.00011441	0.000119642
21056000	21091000	0.00010306	0.000108416
21063000	21098000	0.000123579	0.000132735
21070000	21105000	0.000129293	0.000139486
21077000	21112000	0.000195804	0.000213827
21084000	21119000	0.000249015	0.00027049
21091000	21126000	0.000224299	0.000243793
21098000	21133000	0.000285227	0.000309634
21105000	21140000	0.000285633	0.000310565
21112000	21147000	0.000225243	0.000242679
21119000	21154000	0.000209135	0.000225124
21126000	21161000	0.00027143	0.000289704
21133000	21168000	0.000164383	0.000173638
21140000	21175000	0.000128264	0.000133868
21147000	21182000	0.00016714	0.00017373
21154000	21189000	0.000145519	0.000151896
21161000	21196000	0.000119995	0.000125387
21168000	21203000	0.000119995	0.000125387
21175000	21210000	0.000119995	0.000125387
21182000	21217000	0.000110651	0.000117783
21189000	21224000	0.000146569	0.000156513
21196000	21231000	0.000155932	0.00016929
21203000	21238000	0.000170932	0.000184405
21210000	21245000	0.00020093	0.000216384
21217000	21252000	0.000234827	0.000254188
21224000	21259000	0.000305934	0.000333633
21231000	21266000	0.000297053	0.000322615
21238000	21273000	0.000297053	0.000323056
21245000	21280000	0.000310083	0.000337719
21252000	21287000	0.000259974	0.000281978
21259000	21294000	0.000184973	0.000204961
21266000	21301000	0.00016249	0.000180245
21273000	21308000	0.000195108	0.000219836
21280000	21315000	0.000198421	0.000225792
21287000	21322000	0.000193978	0.000220575
21294000	21329000	0.000131474	0.000146585
21301000	21336000	0.000140558	0.000157441
21308000	21343000	9.29E-05	0.000102293
21315000	21350000	9.46E-05	0.000103411
21322000	21357000	0.000109632	0.000122261
21329000	21364000	0.000121603	0.000134883
21336000	21371000	0.000108033	0.000120452
21343000	21378000	0.000108033	0.000120452
21350000	21385000	7.50E-05	8.26E-05
21357000	21392000	0.000123766	0.000138269
21364000	21399000	0.000261798	0.000290679
21371000	21406000	0.000335908	0.000367488
21378000	21413000	0.000418769	0.000458376
21385000	21420000	0.000456815	0.000500872
21392000	21427000	0.000442647	0.000489824
21399000	21434000	0.000311171	0.000344512
21406000	21441000	0.000290428	0.000341275
21413000	21448000	0.000290624	0.000339421
21420000	21455000	0.000272373	0.000316855
21427000	21462000	0.000406654	0.000492058
21434000	21469000	0.000404353	0.000488936
21441000	21476000	0.000391007	0.000456198
21448000	21483000	0.000402508	0.000507095
21455000	21490000	0.000580675	0.000836319
21462000	21497000	0.000437569	0.000641635
21469000	21504000	0.000461085	0.0006666
21476000	21511000	0.000437985	0.000647327
21483000	21518000	0.000414293	0.000590508
21490000	21525000	0.000251942	0.000282934
21497000	21532000	0.000216297	0.00024525
21504000	21539000	0.000186424	0.000214427
21511000	21546000	0.000166473	0.000188717
21518000	21553000	0.000125784	0.000136132
21525000	21560000	0.00013151	0.00013836
21532000	21567000	0.000130041	0.000135477
21539000	21574000	0.00018017	0.000190918
21546000	21581000	0.000165171	0.000175362
21553000	21588000	0.000158254	0.000168585
21560000	21595000	0.000113116	0.000120369
21567000	21602000	0.000233462	0.000271719
21574000	21609000	0.00029419	0.000354996
21581000	21616000	0.000324188	0.000386973
21588000	21623000	0.000300928	0.000363224
21595000	21630000	0.000449225	0.000572168
21602000	21637000	0.000355216	0.000449474
21609000	21644000	0.00026864	0.000335107
21616000	21651000	0.000403687	0.000496264
21623000	21658000	0.000455484	0.000560421
21630000	21665000	0.000345627	0.000402274
21637000	21672000	0.000338878	0.000402936
21644000	21679000	0.000333407	0.000404468
21651000	21686000	0.000209021	0.000260552
21658000	21693000	0.000238975	0.000289942
21665000	21700000	0.000271976	0.000319063
21672000	21707000	0.000322403	0.000367223
21679000	21714000	0.000323724	0.00036197
21686000	21721000	0.000283064	0.000312752
21693000	21728000	0.000216312	0.000234849
21700000	21735000	0.000166876	0.000178262
21707000	21742000	0.000123068	0.000130663
21714000	21749000	0.000119995	0.000127965
21721000	21756000	0.000119995	0.000127965
21728000	21763000	0.000119995	0.000127965
21735000	21770000	0.000101791	0.000108437
21742000	21777000	5.69E-05	5.95E-05
21749000	21784000	4.50E-05	4.65E-05
21756000	21791000	6.10E-05	6.31E-05
21763000	21798000	0.000112857	0.00012071
21770000	21805000	0.000127857	0.000136261
21777000	21812000	0.000245766	0.000281537
21784000	21819000	0.000270845	0.000311213
21791000	21826000	0.000289627	0.000330291
21798000	21833000	0.00032049	0.000364354
21805000	21840000	0.000305569	0.000349273
21812000	21847000	0.000216635	0.000236374
21819000	21854000	0.000290527	0.000329956
21826000	21861000	0.000334183	0.000401256
21833000	21868000	0.000370281	0.000459483
21840000	21875000	0.0004152	0.000506376
21847000	21882000	0.000464169	0.000567188
21854000	21889000	0.000511798	0.000635038
21861000	21896000	0.000506366	0.000619307
21868000	21903000	0.000413299	0.000505163
21875000	21910000	0.000426999	0.000535567
21882000	21917000	0.00039491	0.000491018
21889000	21924000	0.000256568	0.00030879
21896000	21931000	0.000308543	0.000387471
21903000	21938000	0.000363613	0.00044544
21910000	21945000	0.000315736	0.000378812
21917000	21952000	0.00042184	0.000502124
21924000	21959000	0.000574221	0.000751701
21931000	21966000	0.000657504	0.000890418
21938000	21973000	0.000683136	0.001028813
21945000	21980000	0.000696388	0.001087058
21952000	21987000	0.000589537	0.001020689
21959000	21994000	0.00047035	0.00088199
21966000	22001000	0.000315006	0.000696771
21973000	22008000	0.00023742	0.000542336
21980000	22015000	0.000286863	0.000633096
21987000	22022000	0.000341351	0.000648028
21994000	22029000	0.00041165	0.000665103
22001000	22036000	0.000542644	0.000781614
22008000	22043000	0.000524631	0.000719485
22015000	22050000	0.000509706	0.000637796
22022000	22057000	0.000497909	0.000648243
22029000	22064000	0.000453311	0.000627571
22036000	22071000	0.000388144	0.000573806
22043000	22078000	0.000416323	0.000614243
22050000	22085000	0.000412482	0.000616843
22057000	22092000	0.000388023	0.000564882
22064000	22099000	0.000324706	0.000454866
22071000	22106000	0.000236208	0.000306679
22078000	22113000	0.000254361	0.000334969
22085000	22120000	0.000230051	0.000289795
22092000	22127000	0.000211701	0.000260495
22099000	22134000	0.000286879	0.000352485
22106000	22141000	0.000344018	0.000420523
22113000	22148000	0.000319446	0.000374436
22120000	22155000	0.000365429	0.000420404
22127000	22162000	0.000374057	0.000433028
22134000	22169000	0.000385344	0.000534895
22141000	22176000	0.000351728	0.000535845
22148000	22183000	0.0004464	0.000774991
22155000	22190000	0.00068555	0.00123841
22162000	22197000	0.000674151	0.001221058
22169000	22204000	0.000630314	0.00110096
22176000	22211000	0.000688177	0.00121409
22183000	22218000	0.000609021	0.001018868
22190000	22225000	0.000315664	0.000510652
22197000	22232000	0.000356521	0.00058884
22204000	22239000	0.000341058	0.000553066
22211000	22246000	0.000448482	0.000616569
22218000	22253000	0.0004418	0.000586355
22225000	22260000	0.000437188	0.000567516
22232000	22267000	0.000477692	0.000583582
22239000	22274000	0.000516205	0.000640235
22246000	22281000	0.000412285	0.000524599
22253000	22288000	0.000482373	0.000615468
22260000	22295000	0.000449769	0.000582046
22267000	22302000	0.000411923	0.000546282
22274000	22309000	0.000434079	0.000560771
22281000	22316000	0.000369549	0.000447172
22288000	22323000	0.000279004	0.000326318
22295000	22330000	0.000374777	0.000429832
22302000	22337000	0.000383536	0.000426959
22309000	22344000	0.000303864	0.000324133
22316000	22351000	0.000281881	0.000298951
22323000	22358000	0.000319931	0.000341913
22330000	22365000	0.00029434	0.000314718
22337000	22372000	0.000249396	0.000270989
22344000	22379000	0.000267397	0.000290476
22351000	22386000	0.000298776	0.000323118
22358000	22393000	0.000239725	0.000257662
22365000	22400000	0.000235348	0.000252907
22372000	22407000	0.000260397	0.00028765
22379000	22414000	0.000275421	0.000302306
22386000	22421000	0.000230423	0.000255692
22393000	22428000	0.000215424	0.000240604
22400000	22435000	0.00014962	0.00016904
22407000	22442000	9.29E-05	9.74E-05
22414000	22449000	6.07E-05	6.57E-05
22421000	22456000	7.83E-05	8.67E-05
22428000	22463000	0.000104893	0.000114188
22435000	22470000	0.000104995	0.000114291
22442000	22477000	0.000151832	0.000167992
22449000	22484000	0.000164491	0.000178411
22456000	22491000	0.000146916	0.000157237
22463000	22498000	0.000150194	0.000162275
22470000	22505000	0.00018045	0.000193208
22477000	22512000	0.000115783	0.000119521
22484000	22519000	0.000118692	0.000130276
22491000	22526000	0.000172518	0.000208514
22498000	22533000	0.000339177	0.000414015
22505000	22540000	0.000385616	0.000466182
22512000	22547000	0.000458788	0.000553548
22519000	22554000	0.000415322	0.000501878
22526000	22561000	0.000346497	0.000408552
22533000	22568000	0.000272464	0.000353877
22540000	22575000	0.000340324	0.000464764
22547000	22582000	0.000390145	0.000621055
22554000	22589000	0.000532423	0.000866129
22561000	22596000	0.00057444	0.000916309
22568000	22603000	0.000496943	0.000780239
22575000	22610000	0.000417731	0.000661845
22582000	22617000	0.000354734	0.000480109
22589000	22624000	0.000250934	0.000278786
22596000	22631000	0.000386593	0.000518092
22603000	22638000	0.000388412	0.00052896
22610000	22645000	0.000402751	0.000539616
22617000	22652000	0.000355835	0.000491263
22624000	22659000	0.000429042	0.000572273
22631000	22666000	0.000309525	0.000347882
22638000	22673000	0.000299919	0.000339401
22645000	22680000	0.000285943	0.000353963
22652000	22687000	0.000336622	0.000422353
22659000	22694000	0.000295844	0.000372924
22666000	22701000	0.000424293	0.000531361
22673000	22708000	0.00044514	0.000555239
22680000	22715000	0.000481013	0.000609648
22687000	22722000	0.000532627	0.00067426
22694000	22729000	0.000600091	0.000774916
22701000	22736000	0.000429425	0.000567589
22708000	22743000	0.000484996	0.000625068
22715000	22750000	0.000493233	0.000603912
22722000	22757000	0.000407857	0.000488538
22729000	22764000	0.000284487	0.000327638
22736000	22771000	0.000356832	0.000416932
22743000	22778000	0.000266293	0.00030984
22750000	22785000	0.00018163	0.000203021
22757000	22792000	0.000179493	0.000201914
22764000	22799000	0.000216038	0.000240765
22771000	22806000	0.000200753	0.000219653
22778000	22813000	0.000298853	0.000329764
22785000	22820000	0.000461008	0.000584906
22792000	22827000	0.000501289	0.000682414
22799000	22834000	0.001053329	0.002235881
22806000	22841000	0.001265656	0.002710691
22813000	22848000	0.00141904	0.003137619
22820000	22855000	0.001410706	0.003299333
22827000	22862000	0.001707193	0.004133736
22834000	22869000	0.001406988	0.003327838
22841000	22876000	0.001167915	0.002818323
22848000	22883000	0.001070504	0.002498478
22855000	22890000	0.001037243	0.002248748
22862000	22897000	0.000795193	0.001438181
22869000	22904000	0.000536857	0.000695516
22876000	22911000	0.000515884	0.000678364
22883000	22918000	0.000367854	0.000474863
22890000	22925000	0.000269188	0.000341452
22897000	22932000	0.000210996	0.000271093
22904000	22939000	0.000206455	0.000265415
22911000	22946000	0.00022747	0.000289455
22918000	22953000	0.000249205	0.000313236
22925000	22960000	0.000478284	0.001018708
22932000	22967000	0.000450861	0.000976972
22939000	22974000	0.000568339	0.001091654
22946000	22981000	0.000585916	0.001103513
22953000	22988000	0.000539972	0.001047109
22960000	22995000	0.000308981	0.000332297
22967000	23002000	0.000544869	0.000919847
22974000	23009000	0.000545379	0.000974308
22981000	23016000	0.000519236	0.000948328
22988000	23023000	0.000582752	0.001018269
22995000	23030000	0.000644409	0.001086638
23002000	23037000	0.000389004	0.000479282
23009000	23044000	0.000309811	0.000353451
23016000	23051000	0.000334527	0.000383958
23023000	23058000	0.000315098	0.00037435
23030000	23065000	0.000271422	0.000334402
23037000	23072000	0.000336896	0.000404712
23044000	23079000	0.00027003	0.000321082
23051000	23086000	0.000221037	0.000262061
23058000	23093000	0.000205202	0.000232819
23065000	23100000	0.000206505	0.000227271
23072000	23107000	0.000132179	0.000147208
23079000	23114000	0.000193343	0.000229961
23086000	23121000	0.000182235	0.000218405
23093000	23128000	0.00022742	0.000289937
23100000	23135000	0.000328854	0.000497883
23107000	23142000	0.000358403	0.000543359
23114000	23149000	0.00038949	0.000607757
23121000	23156000	0.000414233	0.000638661
23128000	23163000	0.000358601	0.00055781
23135000	23170000	0.00022435	0.000310682
23142000	23177000	0.000217913	0.000292241
23149000	23184000	0.000193171	0.000227701
23156000	23191000	0.000226756	0.000279381
23163000	23198000	0.000299875	0.000406565
23170000	23205000	0.000344148	0.000463097
23177000	23212000	0.000342574	0.000457323
23184000	23219000	0.000292632	0.000392977
23191000	23226000	0.000276957	0.000354948
23198000	23233000	0.000211108	0.000232404
23205000	23240000	0.000147748	0.000153548
23212000	23247000	0.000149475	0.000157113
23219000	23254000	0.000145728	0.00015465
23226000	23261000	0.000115729	0.000123277
23233000	23268000	0.000130729	0.000139244
23240000	23275000	0.000133108	0.000141971
23247000	23282000	0.000131247	0.000138737
23254000	23289000	0.000133795	0.000139045
23261000	23296000	0.000157529	0.000163142
23268000	23303000	0.000163793	0.000172664
23275000	23310000	0.000163762	0.000173891
23282000	23317000	0.000193792	0.000208374
23289000	23324000	0.000179992	0.000194525
23296000	23331000	0.000141258	0.000154872
23303000	23338000	0.000104995	0.000113222
23310000	23345000	9.00E-05	9.62E-05
23317000	23352000	3.00E-05	3.03E-05
23324000	23359000	1.50E-05	1.52E-05
23331000	23366000	1.50E-05	1.52E-05
23338000	23373000	4.50E-05	4.63E-05
23345000	23380000	8.25E-05	8.49E-05
23352000	23387000	0.000134994	0.000141321
23359000	23394000	0.000194991	0.000209071
23366000	23401000	0.000209991	0.000224293
23373000	23408000	0.000179992	0.000193053
23380000	23415000	0.000172508	0.000185312
23387000	23422000	0.000140584	0.000149749
23394000	23429000	0.000119995	0.000123511
23401000	23436000	0.000127961	0.000132158
23408000	23443000	0.000149993	0.000157111
23415000	23450000	0.000119995	0.000126309
23422000	23457000	0.000129404	0.000136864
23429000	23464000	0.000134994	0.000144694
23436000	23471000	0.000151035	0.000163291
23443000	23478000	0.000205209	0.000235901
23450000	23485000	0.000205209	0.000235901
23457000	23492000	0.00017521	0.00020446
23464000	23499000	0.000211755	0.000249835
23471000	23506000	0.000198657	0.000235047
23478000	23513000	0.000611488	0.001492507
23485000	23520000	0.000618742	0.001500031
23492000	23527000	0.000656486	0.001541631
23499000	23534000	0.000589942	0.001462104
23506000	23541000	0.00060296	0.001546105
23513000	23548000	0.000165687	0.000356882
23520000	23555000	0.000226144	0.000543369
23527000	23562000	0.00023085	0.000583325
23534000	23569000	0.000367095	0.000830799
23541000	23576000	0.000360343	0.000756987
23548000	23583000	0.000315551	0.000603285
23555000	23590000	0.000305221	0.000477485
23562000	23597000	0.000294946	0.0004331
23569000	23604000	0.000205876	0.000251106
23576000	23611000	0.000288055	0.000365246
23583000	23618000	0.000268261	0.000340521
23590000	23625000	0.000244445	0.000313596
23597000	23632000	0.000302954	0.000398086
23604000	23639000	0.00030446	0.000408393
23611000	23646000	0.000326111	0.000490854
23618000	23653000	0.000396759	0.000610415
23625000	23660000	0.000460895	0.000738215
23632000	23667000	0.000464907	0.000756672
23639000	23674000	0.000454382	0.000729894
23646000	23681000	0.000335069	0.000513001
23653000	23688000	0.000337241	0.000471933
23660000	23695000	0.000337672	0.000406111
23667000	23702000	0.000276358	0.000301801
23674000	23709000	0.000276222	0.000293873
23681000	23716000	0.000353213	0.000375228
23688000	23723000	0.000280948	0.000297121
23695000	23730000	0.000234504	0.000249107
23702000	23737000	0.000271607	0.000298857
23709000	23744000	0.000233206	0.000258949
23716000	23751000	0.000192215	0.000216483
23723000	23758000	0.000213769	0.000238184
23730000	23765000	0.000218111	0.000243927
23737000	23772000	0.000183872	0.00019558
23744000	23779000	0.000213003	0.000227941
23751000	23786000	0.00020573	0.000226892
23758000	23793000	0.000369542	0.000591434
23765000	23800000	0.000394358	0.000714333
23772000	23807000	0.000497588	0.000991362
23779000	23814000	0.000519798	0.001093489
23786000	23821000	0.000489379	0.001053634
23793000	23828000	0.00031628	0.000680098
23800000	23835000	0.000235436	0.000496207
23807000	23842000	0.000109823	0.000195938
23814000	23849000	0.000102754	0.000107958
23821000	23856000	0.000157748	0.000174525
23828000	23863000	0.000174347	0.000193105
23835000	23870000	0.000189347	0.00020875
23842000	23877000	0.000204928	0.000226491
23849000	23884000	0.000212986	0.000250482
23856000	23891000	0.000169375	0.00019592
23863000	23898000	0.000189589	0.000220142
23870000	23905000	0.000204589	0.000236205
23877000	23912000	0.000190142	0.000219826
23884000	23919000	0.000139569	0.000150281
23891000	23926000	0.000156808	0.000167964
23898000	23933000	0.000149993	0.000156153
23905000	23940000	0.000149993	0.000156434
23912000	23947000	0.000134994	0.0001411
23919000	23954000	0.000130543	0.000136232
23926000	23961000	0.000113015	0.000118599
23933000	23968000	0.000134994	0.000144065
23940000	23975000	0.000179992	0.000190559
23947000	23982000	0.000194991	0.000205647
23954000	23989000	0.000231264	0.000246519
23961000	23996000	0.000252405	0.000271066
23968000	24003000	0.000275424	0.000293762
23975000	24010000	0.000260272	0.000279473
23982000	24017000	0.000260425	0.00028019
23989000	24024000	0.000269442	0.000289157
23996000	24031000	0.000239989	0.000255534
24003000	24038000	0.000164993	0.00017638
24010000	24045000	0.000120147	0.000127832
24017000	24052000	0.000151793	0.000163175
24024000	24059000	0.000137777	0.000145971
24031000	24066000	0.000161679	0.000173574
24038000	24073000	0.000161878	0.000175509
24045000	24080000	0.000157856	0.000171643
24052000	24087000	0.000135721	0.000145601
24059000	24094000	0.000107523	0.000116073
24066000	24101000	0.000119099	0.000126725
24073000	24108000	0.000120409	0.00012598
24080000	24115000	0.000177856	0.000185889
24087000	24122000	0.000153192	0.000160783
24094000	24129000	0.000168192	0.00017631
24101000	24136000	0.000114931	0.000119518
24108000	24143000	0.000128422	0.000133089
24115000	24150000	7.50E-05	7.72E-05
24122000	24157000	8.78E-05	9.15E-05
24129000	24164000	8.47E-05	9.21E-05
24136000	24171000	0.00016156	0.000187945
24143000	24178000	0.000297181	0.000365192
24150000	24185000	0.00031218	0.000380577
24157000	24192000	0.000314398	0.000382087
24164000	24199000	0.000302518	0.00036625
24171000	24206000	0.000297911	0.00034967
24178000	24213000	0.000164993	0.00017607
24185000	24220000	0.000209991	0.000230628
24192000	24227000	0.000244638	0.000266283
24199000	24234000	0.000256615	0.000278466
24206000	24241000	0.000205491	0.000221608
24213000	24248000	0.00019396	0.000210004
24220000	24255000	0.000135435	0.00014167
24227000	24262000	0.000148378	0.000162413
24234000	24269000	0.000185044	0.000213855
24241000	24276000	0.000274601	0.000331153
24248000	24283000	0.000385467	0.000470122
24255000	24290000	0.000474898	0.000572441
24262000	24297000	0.000479731	0.000580231
24269000	24304000	0.00043432	0.000521295
24276000	24311000	0.000363189	0.000423467
24283000	24318000	0.001239808	0.003002957
24290000	24325000	0.002102579	0.005516344
24297000	24332000	0.002394976	0.006414428
24304000	24339000	0.002587071	0.00692481
24311000	24346000	0.002592269	0.006934299
24318000	24353000	0.001733619	0.004379155
24325000	24360000	0.000857443	0.001860114
24332000	24367000	0.000517775	0.000903616
24339000	24374000	0.000309509	0.000374833
24346000	24381000	0.000296773	0.000357028
24353000	24388000	0.000193826	0.00022178
24360000	24395000	0.000111929	0.000119467
24367000	24402000	0.000139636	0.000150365
24374000	24409000	0.000257011	0.000292749
24381000	24416000	0.000280308	0.000322457
24388000	24423000	0.000304211	0.000365567
24395000	24430000	0.000354026	0.000430342
24402000	24437000	0.000321168	0.000393671
24409000	24444000	0.000289269	0.000345741
24416000	24451000	0.000299789	0.000356625
24423000	24458000	0.000413424	0.00045648
24430000	24465000	0.000428033	0.000459031
24437000	24472000	0.000454298	0.000486623
24444000	24479000	0.000437869	0.000471432
24451000	24486000	0.000458044	0.000509377
24458000	24493000	0.000300476	0.000345716
24465000	24500000	0.000259688	0.000304973
24472000	24507000	0.000238221	0.000283118
24479000	24514000	0.000191046	0.000226391
24486000	24521000	0.000194991	0.000215267
24493000	24528000	0.000182963	0.000201092
24500000	24535000	0.000178724	0.000193762
24507000	24542000	0.000173925	0.000187419
24514000	24549000	0.000164993	0.000178594
24521000	24556000	9.38E-05	9.78E-05
24528000	24563000	0.000104995	0.000109707
24535000	24570000	9.00E-05	9.46E-05
24542000	24577000	0.000151485	0.000166014
24549000	24584000	0.000151485	0.000165417
24556000	24591000	0.000177652	0.000192912
24563000	24598000	0.000166484	0.000180539
24570000	24605000	0.000183158	0.00019803
24577000	24612000	0.000119995	0.000125572
24584000	24619000	0.000149993	0.000158636
24591000	24626000	0.000168192	0.000180783
24598000	24633000	0.000183191	0.000196874
24605000	24640000	0.000231181	0.00025706
24612000	24647000	0.000261854	0.000289764
24619000	24654000	0.000348047	0.000427205
24626000	24661000	0.00029985	0.000372506
24633000	24668000	0.000387479	0.000486746
24640000	24675000	0.000344037	0.000431575
24647000	24682000	0.00030004	0.000384674
24654000	24689000	0.000229494	0.00027163
24661000	24696000	0.000235206	0.000279389
24668000	24703000	0.000147577	0.000165396
24675000	24710000	0.000171353	0.000192186
24682000	24717000	0.000171353	0.000192186
24689000	24724000	0.000125706	0.000135322
24696000	24731000	0.000228353	0.000246751
24703000	24738000	0.000243353	0.000264072
24710000	24745000	0.000256499	0.00027445
24717000	24752000	0.000302779	0.0003243
24724000	24759000	0.000287779	0.000308484
24731000	24766000	0.000183834	0.000195297
24738000	24773000	0.000158395	0.000167585
24745000	24780000	0.000104232	0.000113653
24752000	24787000	9.00E-05	0.000100324
24759000	24794000	0.000276964	0.000377131
24766000	24801000	0.000261692	0.000360314
24773000	24808000	0.00028299	0.000382926
24780000	24815000	0.000279008	0.000376849
24787000	24822000	0.000276964	0.00037184
24794000	24829000	0.000104995	0.000110925
24801000	24836000	0.000100855	0.000106631
24808000	24843000	6.00E-05	6.30E-05
24815000	24850000	4.50E-05	4.74E-05
24822000	24857000	1.50E-05	1.59E-05
24829000	24864000	4.50E-05	4.75E-05
24836000	24871000	7.52E-05	7.84E-05
24843000	24878000	0.000129373	0.000135936
24850000	24885000	0.000179992	0.000194364
24857000	24892000	0.000220589	0.000235961
24864000	24899000	0.000179992	0.000193113
24871000	24906000	0.000164778	0.000177802
24878000	24913000	0.000152516	0.0001651
24885000	24920000	0.000119995	0.000125497
24892000	24927000	0.000124785	0.000131287
24899000	24934000	0.000150382	0.000158354
24906000	24941000	0.00017045	0.000182114
24913000	24948000	0.000169111	0.000180739
24920000	24955000	0.000168854	0.000180556
24927000	24962000	0.000151216	0.000164644
24934000	24969000	0.000126666	0.000139036
24941000	24976000	0.000111502	0.000120193
24948000	24983000	9.60E-05	0.000102778
24955000	24990000	9.32E-05	9.93E-05
24962000	24997000	0.000188358	0.000269382
24969000	25004000	0.000349172	0.000543014
24976000	25011000	0.000359268	0.000553315
24983000	25018000	0.000353453	0.000547461
24990000	25025000	0.000349172	0.000543126
24997000	25032000	0.000274153	0.000394533
25004000	25039000	0.00010789	0.000114802
25011000	25046000	9.29E-05	9.92E-05
25018000	25053000	8.86E-05	9.41E-05
25025000	25060000	0.000135966	0.000147389
25032000	25067000	0.000124183	0.000132732
25039000	25074000	0.000169907	0.000182461
25046000	25081000	0.000179992	0.000194743
25053000	25088000	0.000164993	0.000179628
25060000	25095000	0.000130855	0.000140216
25067000	25102000	0.000116035	0.000123399
25074000	25109000	0.000100546	0.000104357
25081000	25116000	0.000430503	0.001017147
25088000	25123000	0.000594261	0.001462288
25095000	25130000	0.00107436	0.002807672
25102000	25137000	0.001070195	0.002804844
25109000	25144000	0.001090182	0.00283113
25116000	25151000	0.00077279	0.001932034
25123000	25158000	0.000682332	0.001582771
25130000	25165000	0.000202806	0.00024087
25137000	25172000	0.000185681	0.000222248
25144000	25179000	0.000150459	0.000180833
25151000	25186000	0.000156619	0.000187049
25158000	25193000	0.000101889	0.000111139
25165000	25200000	0.000126194	0.000141453
25172000	25207000	0.000153016	0.000173597
25179000	25214000	0.000182132	0.000209423
25186000	25221000	0.000167781	0.000194483
25193000	25228000	0.00014921	0.000174515
25200000	25235000	0.000115395	0.000131806
25207000	25242000	8.86E-05	9.97E-05
25214000	25249000	4.45E-05	4.83E-05
25221000	25256000	0.000456472	0.001215863
25228000	25263000	0.001327174	0.003565812
25235000	25270000	0.00145296	0.00391662
25242000	25277000	0.001558363	0.004231631
25249000	25284000	0.001638355	0.004437343
25256000	25291000	0.001292668	0.003491106
25263000	25298000	0.000536036	0.001471271
25270000	25305000	0.000519152	0.001402553
25277000	25312000	0.000454293	0.001196415
25284000	25319000	0.00040478	0.001065819
25291000	25326000	0.000357579	0.00090803
25298000	25333000	0.00030595	0.0006927
25305000	25340000	0.000242979	0.000532268
25312000	25347000	0.000304956	0.000671106
